Phone Name,List Price,Current Price,Brand Name,Operating System,RAM Memory Installed,About This Item,Product URL
"Samsung Galaxy A07 Dual Sim 4GB RAM 64GB Storage Android Smartphone, 6.7-Inch Screen Size, Black- 1 Year Warranty/Local Version","5,299","4,699",Samsung,Android 14,N/A,"DESIGN: Sleek and slim design. Step up your mobile experience with the Galaxy A07’s 7.6 mm thin design, available in Black, Light Violet, and Green. | PERFORMANCE: Power to play, stream, and multitask all at once. With its new 6nm processor, the Galaxy A07 launches apps in a flash, keeps games silky-smooth, and handles streaming, gaming, and browsing all at once without missing a beat. | OS & SMR UPDATE: Stay current with 6x OS upgrades and security updates. Stay current and protected. Your Galaxy A07 delivers 6 major OS updates and 6 years of protection, so your phone stays fresh and secure for years to come. | IP54: IP54 dust and water protection. Thanks to its IP54 rating, your phone shrugs off dust and withstands splashes and 360° water spray, making it ideal for dusty environments, rainy commutes, or poolside fun. | DISPLAY: Immersive 6.7″ display. An immersive 6.7-inch edge-to-edge view combined with a smooth 90 Hz refresh rate makes streaming, swiping, and scrolling seamless.",https://www.amazon.eg/-/en/Samsung-Storage-Smartphone-6-7-Inch-Warranty/dp/B0FR8X25RH/ref=sr_1_4?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-4&xpid=b4uF2OEAeCBT_
N/A,N/A,N/A,N/A,N/A,N/A,,https://www.amazon.eg/-/en/HONOR-128GB-Internal-Storage-5200mAH/dp/B0DK1Z2JTV/ref=sr_1_5?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-5&xpid=b4uF2OEAeCBT_
"Samsung Galaxy A17 LTE, Android Smartphone, 128GB Storage, 6GB RAM, Black, 6x OS Upgrades, Large Display, 50MP OIS Camera 1 Year Warranty/Local Version","8,635","7,899",Samsung,Android,6 GB,"GEMINI: Talk with Gemini about anything you see. Speak freely and naturally with Gemini Live to get information in real time. Share your moments through the camera to ask for advice or ideas. | DESIGN: Sleek and stylish. A slimmer 7.5 mm frame with a revamped Key Island 2.0, and linear camera cluster give you more style with less bulk. It comes in Black, Gray, and Blue. | CAMERA: Steady video and brighter night photos with OIS. | OS & SMR UPDATE: Stay current with 6x OS upgrades and security updates. Keep your device current and your info protected with 6x OS upgrades and 6 years of security support. | DISPLAY: Vibrant 6.7"" Super AMOLED screen with fluid refresh rate. A wide and smooth 6.7-inch screen with Super AMOLED vibrancy and a 90Hz refresh rate means your world looks rich, bright, and immersive.",https://www.amazon.eg/-/en/Samsung-Android-Smartphone-Upgrades-Warranty/dp/B0FND1GG2X/ref=sr_1_6?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-6&xpid=b4uF2OEAeCBT_
N/A,N/A,N/A,N/A,N/A,N/A,,https://www.amazon.eg/-/en/Samsung-Smartphone-Lavender-Octa-Core-Processor/dp/B0DZHL6LHZ/ref=sr_1_7?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-7&xpid=b4uF2OEAeCBT_
"HONOR X6c 6GB RAM 128GB Storage, 50MP AI Camera, 5200mAh Battery, MediaTek Helio Moonlight White |1 year manufacturer warranty","5,799","5,599",HONOR,"Android 15, Magic OS 9",6 GB,"AI Button: One-Click Access, AI at Your Service | Water Resistance for Everyday Ease: relax without worrying about spills, splashes, or drops | 5200 mAh Battery & 35W Charger: Big battery capacity for longer life span 4 years | 50MP Clarity AI Camera: stunning detail with a 50MP camera, delivering clarity day or night",https://www.amazon.eg/-/en/HONOR-MediaTek-Moonlight-manufacturer-warranty/dp/B0FD9VQ4PP/ref=sr_1_8?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-8&xpid=b4uF2OEAeCBT_
Oppo Reno 14F 5G 12Gb 256GB Opal Blue,"19,990","18,680",OPPO,N/A,N/A,Oppo Reno 14F 5G 12Gb 256GB Opal Blue,https://www.amazon.eg/-/en/Oppo-Reno-12Gb-256GB-Opal/dp/B0FLF62DS9/ref=sr_1_9?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-9&xpid=b4uF2OEAeCBT_
Apple iPhone 13 (128 GB) - Starlight with Face ID | Tax Paid | 2 Years Official Warranty,"31,500","30,444",Apple,iOS 15,4 GB,"Stunning 6.1-inch Super Retina XDR display with durable Ceramic Shield front glass, offering incredible brightness and color accuracy | Advanced dual 12MP camera system with Night mode and Cinematic mode for professional-quality photos and videos | Powerful A15 Bionic chip delivering exceptional performance and efficiency, with up to 19 hours of video playback battery life | IP68 water resistance (up to 6 meters for 30 minutes) and MagSafe charging capability up to 15W for enhanced durability and convenience | 128GB storage capacity and 5G capability, providing ample space for apps/media and ultra-fast connectivity for streaming and downloads",https://www.amazon.eg/-/en/Apple-iPhone-13-128-Starlight/dp/B09G9BJD28/ref=sr_1_10?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-10&xpid=b4uF2OEAeCBT_
"Infinix SMART 10–Iris Blue""120Hz LCD Display 6.67 inches,4+4GB RAM, 128GB Storage,8MP Front & Rear Camera, IP64, 5000mAh,Type-C, Android 15, Dual SIM, 24Month Warranty, 6 month screen Warranty","4,266","3,999",Infinix,Android 15,4 GB,"Enjoy a 6.67” HD+ display with 120Hz refresh rate for smooth, immersive viewing. Powered by up to 8GB RAM (4+4GB Extended) and 128GB storage for seamless multitasking. Capture clear photos with 8MP front and rear cameras, enhanced by AI features, dual flash, and beauty mode. Stay powered all day with a 5000mAh battery. Experience louder, clearer sound with 300% Ultra Volume and DTS audio. Built tough with IP64 dust and water resistance. Runs on XOS 15.1 with Android 15 for a smart, secure experience. Unlock instantly with side fingerprint or face unlock.",https://www.amazon.eg/-/en/Infinix-10-Iris-Display-Storage-Warranty/dp/B0FB9G36SB/ref=sr_1_11?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-11&xpid=b4uF2OEAeCBT_
"Xiaomi Redmi 15C Smartphone from 8 + 256 GB, Black Midnight, Screen of 6.9 Inch 120 Hz, MediaTek Helio G81-Ultr, Camera from 50MP, Charger Included | 18 Month Local warranty","6,999","6,555",XIAOMI,Android 15,8 GB,"2. Immersive 6.9"" display. | 3. Powerful octa-core processor. | 4. 50MP AI dual camera. | 5. Elegant and refined design.",https://www.amazon.eg/-/en/Smartphone-Midnight-MediaTek-G81-Ultr-Included/dp/B0FNNDQG1T/ref=sr_1_12?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-12&xpid=b4uF2OEAeCBT_
"HONOR 400 Lite 5G Smartphone, 6.7"" 120Hz Display, 8GB RAM+256GB Storage, IP65 Water-Resistant, MagicOS 9.0 (Android 15), Velvet Grey | 1 year manufacturer warranty","12,999","11,888",HONOR,MagicOS 9.0 (Based on Android 15),8 GB,"See It. Tap It. Learn It.: Press and hold the AI Camera Button to unlock visual intelligence and get instant answers to everything you see. | One Tap to Memorable Moments: Take photos, record videos, or zoom with ease, The AI Camera Button makes shooting fast, smooth, and effortless. | 3500nits Brightness: Clarity in Every Light. | Water-resistance. Drop proof. Carefree: Certified IP65 and SGS five-star reliability for water-resistance and anti-drop protection.",https://www.amazon.eg/-/en/HONOR-Smartphone-Water-Resistant-manufacturer-warranty/dp/B0FKNH19S7/ref=sr_1_13?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-13&xpid=b4uF2OEAeCBT_
"Samsung Galaxy A26 5G, Android Smartphone, 256GB Storage, 8GB RAM, Black, 50MP Camera, Large Display, Long Battery Life 1 Year Warranty/Local Version","15,999","12,750",Samsung,android,8 GB,"Stunning Display & Design: Features a premium 6.7"" Super AMOLED display with ultra-slim bezels and a sleek 7.7mm glass body, available in stylish colors including Black, White, Mint, and Peach Pink | Advanced Camera System: Triple-camera setup with 50MP main camera featuring Optical Image Stabilization (OIS), plus intelligent features like Object Eraser and Custom Filters for professional-quality photos | Long-lasting Performance: Powered by an Octa-core processor and 5,000 mAh battery providing up to 17 hours of video playback, with smooth 120Hz refresh rate for enhanced gaming and streaming | Built for the Future: Protected by IP67 water/dust resistance and Gorilla Glass Victus+, with industry-leading 6 years of OS updates and security patches for long-term peace of mind | Knox Guard is a Samsung Knox cloud security service designed to protect devices against fraud and theft, even after reset or rooting attempts. It allows retailer to remotely lock a device if a buyer reports that the phone was missing from the delivered package or claims the order was not received.",https://www.amazon.eg/-/en/Samsung-Android-Smartphone-Storage-Warranty/dp/B0DZHNGR82/ref=sr_1_14?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-14&xpid=b4uF2OEAeCBT_
"Samsung Galaxy S25 Ultra AI Phone, 256GB Storage, 12GB RAM, Titanium Black, Android Smartphone, 200MP Camera, S Pen, Long Battery Life 1 Year Warranty/Local Version",,"64,600",Samsung,Android,12 GB,"Knox Guard is a Samsung Knox cloud security service designed to protect devices against fraud and theft, even after reset or rooting attempts. It allows retailer to remotely lock a device if a buyer reports that the phone was missing from the delivered package or claims the order was not received. | Premium Display Experience: 6.8"" Dynamic AMOLED 2X display with Quad HD+ resolution (3120 x 1440) and advanced brightness for superior outdoor visibility | Powerful Performance: Equipped with a high-performance Octa-Core processor (4.47GHz/3.5GHz) and 12GB RAM for exceptional multitasking and gaming capabilities | Built for Productivity: Integrated S Pen functionality and Samsung DeX support, combined with Wi-Fi 6E compatibility for seamless connectivity across work and creative tasks | Ultimate Camera System: Features a groundbreaking 200MP main camera plus 50MP+50MP+10MP additional lenses, with advanced optical zoom capabilities up to 5x native and AI-enhanced zoom up to 100x | Long-Lasting Power: Robust 5000mAh battery paired with advanced charging capabilities, ensuring all-day performance for demanding users",https://www.amazon.eg/-/en/Samsung-Storage-Titanium-Smartphone-Warranty/dp/B0DSLS4MN7/ref=sr_1_15?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-15&xpid=b4uF2OEAeCBT_
"Samsung Galaxy A55 5G, Android Smartphone, Dual SIM Mobile Phone, 8GB RAM, 128GB Storage, Awesome Iceblue -1 Year Warranty/Local Version","14,999","12,999",Samsung,Android 11.0,8 GB,"Capture stunning photos and videos with the triple-lens 50MP+12MP+5MP rear camera system, featuring advanced optical image stabilization and up to 10x digital zoom. | Enjoy a cinema-grade viewing experience on the vibrant 6.6-inch Super AMOLED display, with a silky-smooth 120Hz refresh rate for fluid scrolling and seamless gameplay. | Power through your day with the massive 5,000mAh battery, offering up to 25 hours of internet usage time on LTE and up to 79 hours of audio playback. | Stay connected with lightning-fast 5G, Wi-Fi 6, and Bluetooth 5.3 connectivity, allowing you to easily switch between devices and share content with friends and family. | Seamlessly integrate your digital life with the expansive Galaxy ecosystem, featuring compatible wearables, smart home devices, and the powerful SmartThings platform. | Knox Guard is a Samsung Knox cloud security service designed to protect devices against fraud and theft, even after reset or rooting attempts. It allows retailer to remotely lock a device if a buyer reports that the phone was missing from the delivered package or claims the order was not received.",https://www.amazon.eg/-/en/Samsung-Android-Smartphone-Storage-Warranty/dp/B0CX96X456/ref=sr_1_16?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-16&xpid=b4uF2OEAeCBT_
"HONOR 400 Pro 5G, 12GB RAM, 512GB Storage, 6000mAh Battery, Snapdragon 8 Gen 2, Lunar Grey |1 year manufacturer warranty","34,699","30,999",HONOR,Android 15,12 GB,"6.81-inch LTPO OLED display (1312 x 2848 pixels, 120Hz) powered by Snapdragon 8 Gen 2 with 12GB RAM | Seamlessly capture details from any distance with 15x to 50x zoom, powered by precision-engineered algorithms. | HONOR Silicon-carbon Battery provides up to 6000mAh, ensuring worry-free, all-day power wherever you go. | Earbuds X7 Lite are equipped with ANC to isolate ambient noise, No more noise increase under windy environment with the support of anti-wind noise algorithm, Enjoy less noise as you wish | The earbuds achieve single music playback of up to 7 hours, enabling 38 hours battery life in combine with the earbuds",https://www.amazon.eg/-/en/HONOR-Storage-Snapdragon-manufacturer-warranty/dp/B0FBRS1SBM/ref=sr_1_17?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-17&xpid=b4uF2OEAeCBT_
"XIAOMI Redmi 15-4G 8+256 GB Smartphone, Black, Screen from 6.9 Inch 120 Hz, Dual Camera 50MP, Snapdragon 685, 7000 mAh, Charger included - 18 months warranty","8,399","7,999",XIAOMI,N/A,N/A,"Powered by advanced silicon-carbon anode technology, Redmi 15 delivers an ultra-long battery life experience like never before. | Enhanced by a BatteryExtender Chip and innovative cell material systems, the battery supports 3.0V low-voltage shutdown, significantly improving available capacity in low-temperature environments. | 33W turbo charging keeps you going without worries, striking a perfect balance between fast charging and long battery life. | Enjoy immersive viewing with stunning clarity and brightness that brings every moment to life — indoors or out. | Quad-curved design for comfort in hand for comfort in hand",https://www.amazon.eg/-/en/XIAOMI-Redmi-Smartphone-Snapdragon-included/dp/B0FMRSCNSN/ref=sr_1_18?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-18&xpid=b4uF2OEAeCBT_
"itel A50C|6.6"" HD+ Display with Dynamic Bar| 2G+4 RAM 64 GB ROM, Fusion|Octacore Processor|8MP AI Dual Rear Cam|Fingerprint & Face Unlock, Sapphire Black",,"3,024",Itel,Android 14 (Go edition),64 GB,"A50C 6.6"" Big Screen with Dynamic Bar Type-C / 8MP Rear Camera 6.6"" Big Screen with Dynamic Bar Thin-edge 6.6"" large screen with 90% screen-to-body ratio wider your entertainment vision. Dynamic Bar get your essential notifications more seamlessly than ever Easy to touch and respond to your needs instantly through shortcut to battery status, callings, and unlocking. | Type-C Port Ensures safety and efficiency Ensures faster charging and better compatibility to more external attachments or functions, 4000mAh large battery paired with high charging Type-C port makes your enjoyment with phone never fade out. Octa-core Processor Performance Optimization for smoother operationOptimized performance for specific scenarios to reduce jam and flashbacks Fluidly switching among Apps to respond to your daily needs and bring better experiences for specificscenarios without waiting or flashbacks. | 8MP Rear Camera Clear camera to record exciting momentsCapture clear and vivid you through 8MP Rear Camera. Unique and Remarkable Design The exceptional exterior design captivates you and makes it difficult to let go. Fingerprint & Face Unlock Intelligent recognition for quick unlockMatching usage habits to enhance the user-friendly experience. | 6.6 Inches Waterdrop FullScreen 4000mAh Battery Dual Camera (8MP Rear + 5MP Selfie Camera) Fashionable Design 2GB RAM (Up to 4GB RAM with Extended RAM) 32GB ROM Android 14 (Go edition) Fingerprint Sensor & Face Unlock Octa-Core Processor | Quality Resistance to Ordinary Drops Dust and Moisture-proof Safe use at Extreme temperatures Stable internal and External Structures | Performance Parameters Display 6.6""HD+ Waterdrop FullScreen Battery Capacity 4,000mAh Memory 32+2GB Network 4G/3G/2G Rear Camera 8MP Front Camera 5MP Sensor Face Unlock & Fingerprint Sensor Resolution 720*1612 Operating System Android 14（Go edition)",https://www.amazon.eg/-/en/itel-A50C-Octacore-Processor-Fingerprint/dp/B0F3XFL5VX/ref=sr_1_19?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-19&xpid=b4uF2OEAeCBT_
"Motorola Moto G35 Smartphone, 256GB, 8GB RAM, Dual-SIM, Android 14 - Midnight Black, 2 Years Warranty (Includes Charger and Cover)","7,499","6,840",Motorola,Android 14,8 GB,"Android 14 operating system with UNISOC T760 processor | 8 GB RAM, expandable up to 12 GB with RAM Boost | Internal storage with 256 GB built-in/up to 1 TB microSD card expandable | Features 6.72 inch display Size with FHD+ (2400 x 1080) 391ppi | 16 MP Front Camera UHD 30fps rear camera, Rear Ultra-wide FHD 30fps",https://www.amazon.eg/-/en/Motorola-Smartphone-256GB-Dual-SIM-Android/dp/B0DLTCZZ41/ref=sr_1_20?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-20&xpid=b4uF2OEAeCBT_
